Index,Name,ICD-10 Chapter,ICD-10 Chapter (short),Colour,"AUC Female, (no gap)","AUC Male, (no gap)","AUC Female, (1 year gap)","AUC Male, (1 year gap)","N tokens, training","N tokens, validation"
942,O07 Failed attempted abortion,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,21,2
943,O08 Complications following abortion and ectopic and molar pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.97877684721945,,0.956883150884427,,70,16
944,"O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.9744938392966,,0.975907884545591,,109,21
945,O11 Pre-existing hypertensive disorder with superimposed proteinuria,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.999855501770103,,0.774547819471372,,22,10
946,O12 Gestational [pregnancy-induced] oedema and proteinuria without hypertension,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.828688695637272,0.767287408707891,0.804571070611738,0.853145478483429,179,45
947,O13 Gestational [pregnancy-induced] hypertension without significant proteinuria,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.874197541467374,,0.895918908559871,,677,159
948,O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.919106121814971,,0.853118588075785,,456,121
949,O15 Eclampsia,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.821615376109598,,0.365563895645974,,74,34
950,O16 Unspecified maternal hypertension,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.95935719198205,,0.686721076224851,,689,173
951,O20 Haemorrhage in early pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.647843010966544,,0.557112757165268,,1249,305
952,O21 Excessive vomiting in pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.642474581784758,,0.647453129890455,,332,74
953,O22 Venous complications in pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.61685416968557,,0.649639054544418,,121,21
954,O23 Infections of genito-urinary tract in pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.857844224740776,,0.791591517802295,,270,68
955,O24 Diabetes mellitus in pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.630350232308278,0.548789900359576,0.58414223476135,0.511688514199025,621,158
956,O25 Malnutrition in pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,1,0
957,O26 Maternal care for other conditions predominantly related to pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.71015479725649,,0.829776021885644,,2008,512
958,O28 Abnormal findings on antenatal screening of mother,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.870727464447414,,0.615977449303143,,123,24
959,O29 Complications of anaesthesia during pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,2,0
960,O30 Multiple gestation,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.713969536900131,,0.66419414581025,,514,127
961,O31 Complications specific to multiple gestation,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,31,4
962,O32 Maternal care for known or suspected malpresentation of foetus,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.774016577703407,0.78062947453735,0.739008382342091,0.779913315333239,1262,294
963,O33 Maternal care for known or suspected disproportion,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.936502126793699,,0.43517734495955,,79,21
964,O34 Maternal care for known or suspected abnormality of pelvic organs,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.563843233827823,,0.472650215415013,,1662,397
965,O35 Maternal care for known or suspected foetal abnormality and damage,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.936384902930182,,0.838590972392889,,271,74
966,O36 Maternal care for other known or suspected foetal problems,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.703572317206891,,0.659437639312543,,1993,504
967,O40 Polyhydramnios,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.894671742727258,,0.839586044341869,,123,32
968,O41 Other disorders of amniotic fluid and membranes,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.969689015231275,,0.858159078064722,,262,69
969,O42 Premature rupture of membranes,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.968387530705091,,0.611083806480261,,1145,276
970,O43 Placental disorders,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.88071592141738,,0.390673740574264,,247,54
971,O44 Placenta praevia,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.965596465881539,,0.967035526637215,,207,43
972,O45 Premature separation of placenta [abruptio placentae],"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.820910873378072,,0.67729619840917,,49,18
973,"O46 Antepartum haemorrhage, not elsewhere classified","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.988360064456567,,0.933321358985501,,679,158
974,O47 False labour,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.912204054864192,,0.913550230721469,,1103,265
975,O48 Prolonged pregnancy,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.658009646437641,,0.817988408917558,,1176,302
976,O60 Preterm delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.896949252053264,,0.670344627321582,,792,201
977,O61 Failed induction of labour,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.547439577109215,,0.505515168593524,,157,46
978,O62 Abnormalities of forces of labour,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.919610543397036,,0.933031254648524,,449,125
979,O63 Long labour,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.89601627055582,,0.911814772402178,,1948,496
980,O64 Obstructed labour due to malposition and malpresentation of foetus,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.508786111705074,,0.499750206609531,,428,115
981,O65 Obstructed labour due to maternal pelvic abnormality,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.997808021197158,,,,42,20
982,O66 Other obstructed labour,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.877244811009823,,0.808578262721583,,342,83
983,"O67 Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.635260115606936,,0.620974867465148,,117,19
984,O68 Labour and delivery complicated by foetal stress [distress],"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.871848991264244,,0.776423554422881,,3448,886
985,O69 Labour and delivery complicated by umbilical cord complications,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.915199052256868,,0.871442255062945,,625,183
986,O70 Perineal laceration during delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.748235590089597,,0.704023403889481,,5530,1360
987,O71 Other obstetric trauma,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.826669005962833,,0.660190028649945,,236,56
988,O72 Postpartum haemorrhage,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.940805240761862,,0.815548601820747,,1691,387
989,"O73 Retained placenta and membranes, without haemorrhage","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.971192125722675,,0.825830917162186,,240,68
990,O74 Complications of anaesthesia during labour and delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,27,8
991,"O75 Other complications of labour and delivery, not elsewhere classified","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.961677148267573,,0.876340952061583,,816,196
992,O80 Single spontaneous delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.483041904987774,,0.473273431773636,,12267,3044
993,O81 Single delivery by forceps and vacuum extractor,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.690249048622744,,0.683911004224616,,1577,371
994,O82 Single delivery by caesarean section,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.952525258780907,,0.848237694700737,,2292,521
995,O83 Other assisted single delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,20,7
996,O84 Multiple delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,29,5
997,O85 Puerperal sepsis,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.97623678510098,,0.782910020293423,,66,16
998,O86 Other puerperal infections,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.775679168389443,,0.68222443008509,,252,66
999,O87 Venous complications in the puerperium,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.994048622991109,,,,116,33
1000,O88 Obstetric embolism,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.980929907779731,,0.981720034351613,,13,3
1001,O89 Complications of anaesthesia during the puerperium,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,24,2
1002,"O90 Complications of the puerperium, not elsewhere classified","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.937686014413771,,0.797868065761279,,257,66
1003,O91 Infections of breast associated with childbirth,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.663922425838734,,0.686666241840679,,265,62
1004,O92 Other disorders of breast and lactation associated with childbirth,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.779282600626077,,0.812281573599331,,174,54
1005,"O94 Sequelae of complication of pregnancy, childbirth and the puerperium","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.89639107393995,,0.95094759562766,,6,3
1006,O96 Death from any obstetric cause occurring more than 42 days but less than one year after delivery,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,,,,,1,0
1007,"O98 Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.781685815449093,,0.722777218690427,,72,19
1008,"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,0.966902316483141,,0.831660942869814,,2091,491
1009,P00 Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,6,0
1010,"P02 Foetus and newborn affected by complications of placenta, cord and membranes",XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,7,1
1011,P03 Foetus and newborn affected by other complications of labour and delivery,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,131,42
1012,P04 Foetus and newborn affected by noxious influences transmitted via placenta or breast milk,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,0
1013,P05 Slow foetal growth and foetal malnutrition,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,5,3
1014,"P07 Disorders related to short gestation and low birth weight, not elsewhere classified",XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,20,5
1015,P08 Disorders related to long gestation and high birth weight,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,7,1
1016,P10 Intracranial laceration and haemorrhage due to birth injury,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,2,0
1017,P11 Other birth injuries to central nervous system,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,3,1
1018,P12 Birth injury to scalp,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,3,1
1019,P13 Birth injury to skeleton,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,2,1
1020,P14 Birth injury to peripheral nervous system,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,0.986650975407038,,0.90962256551727,12,3
1021,P15 Other birth injuries,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.740577276434873,,0.767982913855747,,11,3
1022,P20 Intra-uterine hypoxia,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,7,0
1023,P21 Birth asphyxia,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,1
1024,P22 Respiratory distress of newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,3,1
1025,P23 Congenital pneumonia,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.50066771553647,,0.666792731855684,,1,2
1026,P24 Neonatal aspiration syndromes,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,2,2
1027,P25 Interstitial emphysema and related conditions originating in the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,2,0
1028,P26 Pulmonary haemorrhage originating in the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,0
1029,P27 Chronic respiratory disease originating in the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,0
1030,P28 Other respiratory conditions originating in the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.639795258400294,,0.637402722369998,,9,3
1031,P29 Cardiovascular disorders originating in the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,10,2
1032,P35 Congenital viral diseases,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,12,1
1033,P36 Bacterial sepsis of newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.699150796181141,0.652982130931853,0.742471213907753,0.784160933210052,27,18
1034,P37 Other congenital infectious and parasitic diseases,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,14,2
1035,P38 Omphalitis of newborn with or without mild haemorrhage,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,17,1
1036,P39 Other infections specific to the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.0816980087163805,,0.168421052631579,,13,2
1037,P50 Foetal blood loss,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,0
1038,P51 Umbilical haemorrhage of newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.995954828922973,,,,6,2
1039,P52 Intracranial nontraumatic haemorrhage of foetus and newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,0,0
1040,P53 Haemorrhagic disease of foetus and newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,0
1041,P54 Other neonatal haemorrhages,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,8,1
1042,P55 Haemolytic disease of foetus and newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,4,0
1043,P58 Neonatal jaundice due to other excessive haemolysis,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,1
1044,P59 Neonatal jaundice from other and unspecified causes,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,0.410937125778784,,0.480495949978684,17,3
1045,P61 Other perinatal haematological disorders,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,3,2
1046,P70 Transitory disorders of carbohydrate metabolism specific to foetus and newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,1,0
1047,P71 Transitory neonatal disorders of calcium and magnesium metabolism,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,0,0
1048,P78 Other perinatal digestive system disorders,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,0,0
1049,P83 Other conditions of integument specific to foetus and newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,0.855563809240826,,0.863798845131527,8,3
1050,P91 Other disturbances of cerebral status of newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,0,1
1051,P92 Feeding problems of newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,9,1
1052,P94 Disorders of muscle tone of newborn,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,,,,,2,1
1053,P95 Foetal death of unspecified cause,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.96338317489132,,0.960864557551401,,113,25
1054,P96 Other conditions originating in the perinatal period,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,0.979688704703161,,0.979694559025732,,169,36
1055,Q00 Anencephaly and similar malformations,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,4,0
1056,Q01 Encephalocele,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,10,2
1057,Q02 Microcephaly,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,2,0
1058,Q03 Congenital hydrocephalus,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.504885218365062,0.872460918526717,0.483749926136028,0.784000079875933,27,8
1059,Q04 Other congenital malformations of brain,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.962459738835627,0.611787768753196,0.771950441880686,0.57156623320183,71,13
1060,Q05 Spina bifida,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.756936919356102,0.838697813988567,0.703055314701213,0.824468623454178,291,63
1061,Q06 Other congenital malformations of spinal cord,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.911442770527856,0.702114870702424,0.852260517145675,0.609354526411226,34,8
1062,Q07 Other congenital malformations of nervous system,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.700176988882218,0.867933244055572,0.708844546109644,0.664728125237186,128,25
1063,"Q10 Congenital malformations of eyelid, lachrymal apparatus and orbit","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.329886666658931,0.638578575190049,0.406178213489619,0.609479985868517,120,20
1064,"Q11 Anophthalmos, microphthalmos and macrophthalmos","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.506319449995576,0.0483571404450748,0.62786881905667,0.0670006039290916,24,7
1065,Q12 Congenital lens malformations,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.839338769477388,0.689622267615292,0.765448961073914,0.724951550642833,236,61
1066,Q13 Congenital malformations of anterior segment of eye,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.640467608019246,0.805096723606512,0.746796421056084,0.80937643229731,48,16
1067,Q14 Congenital malformations of posterior segment of eye,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.696664786090006,0.714920537241776,0.687403300116039,0.669574894564344,237,57
1068,Q15 Other congenital malformations of eye,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.826470881993687,0.872317234606522,0.751085223765163,0.585339315585838,43,10
1069,Q16 Congenital malformations of ear causing impairment of hearing,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.801077536360763,0.688031807833986,0.597027357495942,0.543308114740484,56,13
1070,Q17 Other congenital malformations of ear,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.49306351667965,0.74500092435869,0.442983968206112,0.776419494573611,106,18
1071,Q18 Other congenital malformations of face and neck,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.597138951901259,0.681686825506677,0.606161398970241,0.622957020551959,208,59
1072,Q20 Congenital malformations of cardiac chambers and connexions,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.779828626426394,0.70542030095336,0.78361881267052,0.664417982579935,21,10
1073,Q21 Congenital malformations of cardiac septa,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.789364124862817,0.805615067522629,0.736524018869938,0.707225076855212,1001,228
1074,Q22 Congenital malformations of pulmonary and tricuspid valves,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.192645654250239,0.961250253088738,0.168250857422832,0.971173000319314,45,14
1075,Q23 Congenital malformations of aortic and mitral valves,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.763351366492147,0.843383147814724,0.677240506682854,0.69225314555752,530,120
1076,Q24 Other congenital malformations of heart,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.80582151044568,0.741209712393303,0.739314538751653,0.767467254320251,325,74
1077,Q25 Congenital malformations of great arteries,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.677015895847985,0.809401346542914,0.637921616223726,0.702380448437424,215,53
1078,Q26 Congenital malformations of great veins,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.933071455293678,0.554870340106688,0.892557053941909,0.828058169375535,36,5
1079,Q27 Other congenital malformations of peripheral vascular system,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.606078569444195,0.683898090772129,0.5047827819574,0.656152917677453,245,61
1080,Q28 Other congenital malformations of circulatory system,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.781663465741419,0.860450120757365,0.524428522574636,0.620161275066581,194,59
1081,Q30 Congenital malformations of nose,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.817877673954519,0.650376563913344,0.75867264378623,0.378380226354257,82,19
1082,Q31 Congenital malformations of larynx,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.632426017264757,0.988402138818938,0.554354446596462,0.736165014104486,52,17
1083,Q32 Congenital malformations of trachea and bronchus,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.646331155510256,0.93676969285008,0.710272665968802,0.909837110343831,13,5
1084,Q33 Congenital malformations of lung,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.77256994572654,0.736658872648949,0.68563898410637,0.710362209750977,57,14
1085,Q34 Other congenital malformations of respiratory system,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,11,1
1086,Q35 Cleft palate,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.752218581473138,0.620005148700109,0.762125501533002,0.673205642696335,27,7
1087,Q36 Cleft lip,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,9,1
1088,Q37 Cleft palate with cleft lip,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.537718922322118,,0.260633985785877,,22,9
1089,"Q38 Other congenital malformations of tongue, mouth and pharynx","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.784799441337053,0.674345275594832,0.716022705553138,0.588429193458982,459,122
1090,Q39 Congenital malformations of oesophagus,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.858877755096271,0.724540076594873,0.690568923933544,0.687120032004909,198,51
1091,Q40 Other congenital malformations of upper alimentary tract,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.673458456912515,0.700861900999237,0.601384226643296,0.600577607656703,145,51
1092,"Q41 Congenital absence, atresia and stenosis of small intestine","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,4,1
1093,"Q42 Congenital absence, atresia and stenosis of large intestine","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.648509071313095,,0.62531328320802,13,3
1094,Q43 Other congenital malformations of intestine,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.691666795536681,0.755337754454922,0.599019700036652,0.628759097818117,399,116
1095,"Q44 Congenital malformations of gallbladder, bile ducts and liver","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.831296531799722,0.903072965176773,0.832602313829797,0.862190155196315,219,60
1096,Q45 Other congenital malformations of digestive system,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.858069213522979,0.717694238938818,0.807769712848314,0.639600711174207,50,23
1097,"Q50 Congenital malformations of ovaries, fallopian tubes and broad ligaments","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.748353402179909,,0.687257271203507,,251,61
