index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color
711,L11 Other acantholytic disorders,98.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
712,L12 Pemphigoid,168.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
713,L13 Other bullous disorders,110.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
714,L14 Bullous disorders in diseases classified elsewhere,1.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
715,L20 Atopic dermatitis,11142.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
716,L21 Seborrhoeic dermatitis,8031.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
717,L22 Diaper [napkin] dermatitis,50.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
718,L23 Allergic contact dermatitis,735.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
719,L24 Irritant contact dermatitis,654.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
720,L25 Unspecified contact dermatitis,2624.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
721,L26 Exfoliative dermatitis,16.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
722,L27 Dermatitis due to substances taken internally,992.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
723,L28 Lichen simplex chronicus and prurigo,1380.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
724,L29 Pruritus,10118.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
725,L30 Other dermatitis,38463.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
726,L40 Psoriasis,11840.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
727,L41 Parapsoriasis,103.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
728,L42 Pityriasis rosea,1304.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
729,L43 Lichen planus,2070.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
730,L44 Other papulosquamous disorders,65.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
731,L50 Urticaria,8861.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
732,L51 Erythema multiforme,285.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
733,L52 Erythema nodosum,234.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
734,L53 Other erythematous conditions,1267.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
735,L54 Erythema in diseases classified elsewhere,2.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
736,L55 Sunburn,324.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
737,L56 Other acute skin changes due to ultraviolet radiation,510.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
738,L57 Skin changes due to chronic exposure to nonionising radiation,16290.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
739,L58 Radiodermatitis,21.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
740,L59 Other disorders of skin and subcutaneous tissue related to radiation,67.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
741,L60 Nail disorders,9129.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
742,L62 Nail disorders in diseases classified elsewhere,1.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
743,L63 Alopecia areata,729.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
744,L64 Androgenic alopecia,133.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
745,L65 Other nonscarring hair loss,2680.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
746,L66 Cicatricial alopecia [scarring hair loss],185.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
747,L67 Hair colour and hair shaft abnormalities,29.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
748,L68 Hypertrichosis,430.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
749,L70 Acne,4624.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
750,L71 Rosacea,4780.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
751,L72 Follicular cysts of skin and subcutaneous tissue,12753.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
752,L73 Other follicular disorders,3035.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
753,L74 Eccrine sweat disorders,907.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
754,L75 Apocrine sweat disorders,12.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
755,L80 Vitiligo,941.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
756,L81 Other disorders of pigmentation,3784.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
757,L82 Seborrhoeic keratosis,24615.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
758,L83 Acanthosis nigricans,160.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
759,L84 Corns and callosities,3086.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
760,L85 Other epidermal thickening,3017.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
761,L86 Keratoderma in diseases classified elsewhere,,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
762,L87 Transepidermal elimination disorders,18.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
763,L88 Pyoderma gangrenosum,67.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
764,L89 Decubitus ulcer,3328.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
765,L90 Atrophic disorders of skin,4940.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
766,L91 Hypertrophic disorders of skin,4166.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
767,L92 Granulomatous disorders of skin and subcutaneous tissue,1547.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
768,L93 Lupus erythematosus,402.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
769,L94 Other localised connective tissue disorders,510.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
770,"L95 Vasculitis limited to skin, not elsewhere classified",253.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
771,"L97 Ulcer of lower limb, not elsewhere classified",2563.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
772,"L98 Other disorders of skin and subcutaneous tissue, not elsewhere classified",37961.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
773,L99 Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,19.0,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
774,M00 Pyogenic arthritis,707.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
775,M01 Direct infections of joint in infectious and parasitic diseases classified elsewhere,31.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
776,M02 Reactive arthropathies,210.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
777,M03 Postinfective and reactive arthropathies in diseases classified elsewhere,9.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
778,M05 Seropositive rheumatoid arthritis,988.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
779,M06 Other rheumatoid arthritis,9453.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
780,M07 Psoriatic and enteropathic arthropathies,1102.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
781,M08 Juvenile arthritis,78.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
782,M09 Juvenile arthritis in diseases classified elsewhere,2.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
783,M10 Gout,15065.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
784,M11 Other crystal arthropathies,858.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
785,M12 Other specific arthropathies,556.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
786,M13 Other arthritis,31930.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
787,M14 Arthropathies in other diseases classified elsewhere,230.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
788,M15 Polyarthrosis,11039.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
789,M16 Coxarthrosis [arthrosis of hip],19626.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
790,M17 Gonarthrosis [arthrosis of knee],34174.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
791,M18 Arthrosis of first carpometacarpal joint,2126.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
792,M19 Other arthrosis,66680.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
793,M20 Acquired deformities of fingers and toes,17412.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
794,M21 Other acquired deformities of limbs,4201.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
795,M22 Disorders of patella,2640.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
796,M23 Internal derangement of knee,18597.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
797,M24 Other specific joint derangements,4092.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
798,"M25 Other joint disorders, not elsewhere classified",72060.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
799,M30 Polyarteritis nodosa and related conditions,159.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
800,M31 Other necrotising vasculopathies,1435.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
801,M32 Systemic lupus erythematosus,833.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
802,M33 Dermatopolymyositis,198.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
803,M34 Systemic sclerosis,359.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
804,M35 Other systemic involvement of connective tissue,5243.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
805,M36 Systemic disorders of connective tissue in diseases classified elsewhere,46.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
806,M40 Kyphosis and lordosis,700.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
807,M41 Scoliosis,3135.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
808,M42 Spinal osteochondrosis,140.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
809,M43 Other deforming dorsopathies,5062.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
810,M45 Ankylosing spondylitis,1675.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
811,M46 Other inflammatory spondylopathies,3737.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
812,M47 Spondylosis,26736.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
813,M48 Other spondylopathies,12178.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
814,M49 Spondylopathies in diseases classified elsewhere,257.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
815,M50 Cervical disk disorders,3662.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
816,M51 Other intervertebral disk disorders,20906.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
817,"M53 Other dorsopathies, not elsewhere classified",5169.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
818,M54 Dorsalgia,61781.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
819,M60 Myositis,439.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
820,M61 Calcification and ossification of muscle,70.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
821,M62 Other disorders of muscle,3849.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
822,M63 Disorders of muscle in diseases classified elsewhere,4.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
823,M65 Synovitis and tenosynovitis,15516.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
824,M66 Spontaneous rupture of synovium and tendon,1157.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
825,M67 Other disorders of synovium and tendon,9643.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
826,M68 Disorders of synovium and tendon in diseases classified elsewhere,5.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
827,"M70 Soft tissue disorders related to use, overuse and pressure",13353.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
828,M71 Other bursopathies,2847.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
829,M72 Fibroblastic disorders,19730.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
830,M73 Soft tissue disorders in diseases classified elsewhere,,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
831,M75 Shoulder lesions,27499.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
832,"M76 Enthesopathies of lower limb, excluding foot",6516.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
833,M77 Other enthesopathies,26430.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
834,"M79 Other soft tissue disorders, not elsewhere classified",69490.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
835,M80 Osteoporosis with pathological fracture,1710.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
836,M81 Osteoporosis without pathological fracture,18176.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
837,M82 Osteoporosis in diseases classified elsewhere,160.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
838,M83 Adult osteomalacia,95.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
839,M84 Disorders of continuity of bone,3158.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
840,M85 Other disorders of bone density and structure,11618.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
841,M86 Osteomyelitis,2093.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
842,M87 Osteonecrosis,842.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
843,M88 Paget's disease of bone [osteitis deformans],431.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
844,M89 Other disorders of bone,4391.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
845,M90 Osteopathies in diseases classified elsewhere,641.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
846,M91 Juvenile osteochondrosis of hip and pelvis,167.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
847,M92 Other juvenile osteochondrosis,550.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
848,M93 Other osteochondropathies,696.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
849,M94 Other disorders of cartilage,2256.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
850,M95 Other acquired deformities of musculoskeletal system and connective tissue,1810.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
851,"M96 Postprocedural musculoskeletal disorders, not elsewhere classified",818.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
852,"M99 Biomechanical lesions, not elsewhere classified",373.0,XIII. Diseases of the musculoskeletal system and connective tissue,XIII. Musculoskeletal Diseases,#1f77b4
853,N00 Acute nephritic syndrome,227.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
854,N01 Rapidly progressive nephritic syndrome,12.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
855,N02 Recurrent and persistent haematuria,1183.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
856,N03 Chronic nephritic syndrome,1025.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
857,N04 Nephrotic syndrome,326.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
858,N05 Unspecified nephritic syndrome,616.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
859,N06 Isolated proteinuria with specified morphological lesion,16.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
860,"N07 Hereditary nephropathy, not elsewhere classified",11.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
861,N08 Glomerular disorders in diseases classified elsewhere,819.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
862,N10 Acute tubulo-interstitial nephritis,1265.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
863,N11 Chronic tubulo-interstitial nephritis,270.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
864,"N12 Tubulo-interstitial nephritis, not specified as acute or chronic",1968.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
865,N13 Obstructive and reflux uropathy,4987.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
866,N14 Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,67.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
867,N15 Other renal tubulo-interstitial diseases,173.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
868,N16 Renal tubulo-interstitial disorders in diseases classified elsewhere,48.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
869,N17 Acute renal failure,14126.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
870,N18 Chronic renal failure,19401.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
871,N19 Unspecified renal failure,2751.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
872,N20 Calculus of kidney and ureter,7187.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
873,N21 Calculus of lower urinary tract,1268.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
874,N22 Calculus of urinary tract in diseases classified elsewhere,,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
875,N23 Unspecified renal colic,4526.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
876,N25 Disorders resulting from impaired renal tubular function,189.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
877,N26 Unspecified contracted kidney,291.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
878,N27 Small kidney of unknown cause,114.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
879,"N28 Other disorders of kidney and ureter, not elsewhere classified",7088.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
880,N29 Other disorders of kidney and ureter in diseases classified elsewhere,36.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
881,N30 Cystitis,14539.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
882,"N31 Neuromuscular dysfunction of bladder, not elsewhere classified",4036.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
883,N32 Other disorders of bladder,15631.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
884,N33 Bladder disorders in diseases classified elsewhere,7.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
885,N34 Urethritis and urethral syndrome,908.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
886,N35 Urethral stricture,4509.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
887,N36 Other disorders of urethra,1293.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
888,N37 Urethral disorders in diseases classified elsewhere,5.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
889,N39 Other disorders of urinary system,41174.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
890,N40 Hyperplasia of prostate,25062.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
891,N41 Inflammatory diseases of prostate,3685.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
892,N42 Other disorders of prostate,2665.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
893,N43 Hydrocele and spermatocele,2117.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
894,N44 Torsion of testis,194.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
895,N45 Orchitis and epididymitis,2378.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
896,N46 Male infertility,479.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
897,"N47 Redundant prepuce, phimosis and paraphimosis",3074.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
898,N48 Other disorders of penis,5545.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
899,"N49 Inflammatory disorders of male genital organs, not elsewhere classified",393.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
900,N50 Other disorders of male genital organs,9385.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
901,N51 Disorders of male genital organs in diseases classified elsewhere,37.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
902,N60 Benign mammary dysplasia,9889.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
903,N61 Inflammatory disorders of breast,1594.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
904,N62 Hypertrophy of breast,1713.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
905,N63 Unspecified lump in breast,12916.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
906,N64 Other disorders of breast,10857.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
907,N70 Salpingitis and oophoritis,901.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
908,"N71 Inflammatory disease of uterus, except cervix",446.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
909,N72 Inflammatory disease of cervix uteri,1675.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
910,N73 Other female pelvic inflammatory diseases,4089.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
911,N74 Female pelvic inflammatory disorders in diseases classified elsewhere,19.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
912,N75 Diseases of bartholin's gland,1937.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
913,N76 Other inflammation of vagina and vulva,4124.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
914,N77 Vulvovaginal ulceration and inflammation in diseases classified elsewhere,344.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
915,N80 Endometriosis,7914.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
916,N81 Female genital prolapse,15581.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
917,N82 Fistulae involving female genital tract,255.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
918,"N83 Noninflammatory disorders of ovary, fallopian tube and broad ligament",10477.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
919,N84 Polyp of female genital tract,14674.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
920,"N85 Other noninflammatory disorders of uterus, except cervix",6791.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
